Phospho_Root_Tissues	Phospho_Root_Meristem	Phospho_Root_Meristem_Elong	Phospho_Root_Meristem_Elong_2	Phospho_Root_Cortex	Phospho_Root_Cortex_Silk	Phospho_Root_Cortex_&_Silk	Phospho_Multiple_7	Phospho_Multiple_6	Phospho_Multiple_5	Phospho_Multiple_1	Phospho_Mature_Pollen	Phospho_Mature_Leaf	Phospho_Leaf_Zone_3	Phospho_Leaf_Zone_3_&_Embryo_20	Phospho_Internodes	"Phospho_Internode,Silk,Pr.Root"	Phospho_Germinating_Kernals	Phospho_Endosperm_Crown	Phospho_Endosperm_12_DAP	Phospho_EndoCrown_&_PericapAl	Phospho_Embryo_20_DAP	"Phospho_EarPrim,Leaf1-3Embr20"	Phospho_Dividing_Meristematic	RNA_Silk	RNA_Silk_&_Famale_Spiklet	RNA_Root_Tissues	RNA_Root_Meristem	RNA_Root_Meristem_Elongation	RNA_Root_Cortex	RNA_Root_Cortex_2	RNA_Pericarp_Aleurone	RNA_Multiple_Dividing_Tissues	RNA_Multiple_4	RNA_Mature_Pollen	RNA_Mature_Leaf_8	RNA_Internodes_&_Veg.Meristem	RNA_Germinating_Kernals	RNA_Germinating_Kernals_2	RNA_FemaleSpikIt_&_VegMeristem	RNA_Female_Spikelet_&_Internode	RNA_Endosperm_12_DAP	RNA_EndoCrown_&_PericarpAl	RNA_Embryo	RNA_Embryo_20_DAP	RNA_Embryo_Ear_Primordia	RNA_Ear_Primordia	"RNA_EarPrim,Leaf1-3,Embr20"	Protein_Dividing_Meristematic	Protein_EndoCrown&PericarpAl	Protein_Germinating_Kernals	Protein_Internodes_2	Protein_Internodes	Protein_Leaf_Zone_3	Protein_Mature_Leaf_8	Protein_Mature_Pollen	Protein_Multiple_1	Protein_Multiple_2	Protein_Multiple_3	Protein_Pericarp_Aleurone	Protein_PrimaryRoot&RootCortex	Protein_Root_Cortex_Silk	Protein_Root_Cortex	Protein_Root_Meristem	Protein_Root_Tissues	Protein_Young_Seed_(En&Em)
																														GRMZM5G811095																	GRMZM5G861062	GRMZM2G156608																	
																														GRMZM2G035092																	GRMZM2G130057	GRMZM2G156638																	
																														GRMZM2G077498																	GRMZM2G085402	GRMZM2G156656																	
																														GRMZM2G041022																	GRMZM2G132653	GRMZM2G156690																	
																														GRMZM2G008611																	GRMZM2G412234	GRMZM2G156785																	
																														GRMZM2G154460																	GRMZM2G019437	GRMZM2G156803																	
																														GRMZM2G120408																	GRMZM2G048411	GRMZM2G156818																	
																														GRMZM2G363557																	GRMZM2G142334	GRMZM2G156827																	
																														GRMZM2G055641																	GRMZM2G148796	GRMZM2G156904																	
																														GRMZM2G172734																	GRMZM2G178079	GRMZM2G156910																	
																														GRMZM2G121066																	GRMZM2G567512	GRMZM2G156956																	
																														GRMZM2G164454																	GRMZM2G065622	GRMZM2G157019																	
																														GRMZM2G081729																	GRMZM2G106683	GRMZM2G157177																	
																														GRMZM2G384339																	GRMZM2G133986	GRMZM2G157219																	
																														GRMZM2G359521																	GRMZM2G135839	GRMZM2G157246																	
																														GRMZM2G507653																	GRMZM2G139040	GRMZM2G157310																	
																														GRMZM2G163279																	GRMZM2G423636	GRMZM2G157317																	
																														GRMZM2G168229																	GRMZM2G074572	GRMZM2G157329																	
																														GRMZM2G127029																	AC214119.3_FG009	GRMZM2G157334																	
																														GRMZM2G143317																	GRMZM2G469697	GRMZM2G157379																	
																														GRMZM2G076946																	GRMZM2G181148	GRMZM2G157384																	
																														GRMZM2G118922																	GRMZM2G156765	GRMZM2G157422																	
																														GRMZM2G419328																	GRMZM2G116196	GRMZM2G157443																	
																														GRMZM2G119305																	GRMZM2G022188	GRMZM2G157462																	
																														GRMZM2G143460																	GRMZM5G803814	GRMZM2G157470																	
																														GRMZM2G065073																	GRMZM2G141948	GRMZM2G157492																	
																														GRMZM2G032219																	GRMZM2G140047	GRMZM2G157580																	
																														GRMZM2G102681																	GRMZM2G036720	GRMZM2G157589																	
																														AC183822.3_FG003																	GRMZM2G169927	GRMZM2G157598																	
																														GRMZM2G020002																	GRMZM2G039280	GRMZM2G157677																	
																														GRMZM2G149216																	GRMZM2G005030	GRMZM2G157705																	
																														GRMZM2G131442																	GRMZM5G874250	GRMZM2G157727																	
																														GRMZM5G836610																	GRMZM2G077002	GRMZM2G157749																	
																														AC233851.1_FG009																	GRMZM2G036497	GRMZM2G157820																	
																														GRMZM2G081782																	GRMZM2G120055	GRMZM2G157836																	
																														GRMZM2G161641																	GRMZM5G822817	GRMZM2G157855																	
																														GRMZM2G119316																	GRMZM2G146066	GRMZM2G158130																	
																														GRMZM2G575978																	GRMZM5G802632	GRMZM2G158153																	
																														GRMZM2G396248																	GRMZM2G026758	GRMZM2G158162																	
																														GRMZM2G001991																	GRMZM2G166695	GRMZM2G158179																	
																														GRMZM2G106748																	GRMZM5G892677	GRMZM2G158228																	
																														AC210785.3_FG002																	GRMZM2G116908	GRMZM2G158252																	
																														GRMZM2G354209																	GRMZM2G439884	GRMZM2G158293																	
																														GRMZM2G399098																	GRMZM2G119933	GRMZM2G158359																	
																														GRMZM2G066158																	GRMZM2G050596	GRMZM2G158446																	
																														AC233885.1_FG001																	GRMZM2G113064	GRMZM2G158462																	
																														GRMZM5G875964																	GRMZM2G150374	GRMZM2G158489																	
																														GRMZM2G028568																	GRMZM2G072107	GRMZM2G158526																	
																														GRMZM2G009406																	GRMZM5G801651	GRMZM2G158531																	
																														GRMZM2G164426																	GRMZM2G349100	GRMZM2G158562																	
																														GRMZM2G333095																	GRMZM2G451357	GRMZM2G158575																	
																														GRMZM2G401983																	GRMZM2G158575	GRMZM2G158595																	
																														GRMZM2G054145																	GRMZM2G066059	GRMZM2G158629																	
																														GRMZM2G026676																	GRMZM2G040995	GRMZM2G158645																	
																														GRMZM2G148060																	GRMZM2G125762	GRMZM2G158818																	
																														GRMZM2G066961																	AC195172.3_FG001	GRMZM2G158884																	
																														GRMZM2G162781																	GRMZM2G095701	GRMZM2G158901																	
																														GRMZM2G051422																	GRMZM2G011655	GRMZM2G158918																	
																														GRMZM2G038922																	GRMZM2G458533	GRMZM2G159028																	
